9.999999999999549249e-01,4.468644815581247284e-14,0.000000000000000000e+00,6.401081684319926005e-19,3.253345236870977372e-16
9.999999999826015840e-01,1.739833363021613260e-11,0.000000000000000000e+00,3.957888079517177294e-34,2.746422312679555574e-19
1.284031269476196470e-23,1.012522169514900967e-32,9.284363244157317618e-01,4.231504652088798248e-29,7.156367558426818265e-02
9.999999999999955591e-01,2.003754302091823604e-28,0.000000000000000000e+00,4.528762818965506088e-15,9.696603460679471192e-20
3.900616644971872379e-18,2.087248518186956055e-22,5.786114819051330744e-05,1.160453884735407883e-21,9.999421388518094922e-01
2.235082836521332415e-18,3.917807345697459012e-24,1.365106595570105864e-03,5.539048122436685520e-20,9.986348934044299019e-01
1.000000000000000000e+00,6.391719106112986121e-17,0.000000000000000000e+00,9.498398853635621760e-21,4.420695950818086000e-17
1.103734599702062960e-18,1.780241052869098542e-22,6.333471939716443113e-11,9.768143516750788013e-19,9.999999999366653292e-01
4.626727412200113983e-07,9.999995373189506376e-01,0.000000000000000000e+00,7.070030684557256922e-43,8.308151367670310467e-12
4.653742740515762214e-14,1.866028646101926134e-25,1.262595095612852166e-31,3.566123355890779082e-11,9.999999999642922299e-01
1.798492727754480518e-14,9.113828062386914271e-19,1.124201171329671591e-15,1.505021520519383053e-14,9.999999999999659162e-01
1.000000000000000000e+00,1.914251829029221849e-21,0.000000000000000000e+00,2.265307223033901331e-19,3.403895909479788535e-17
6.545908679489312694e-16,7.842195664361092100e-18,2.477891641858943026e-10,1.113804534943951959e-17,9.999999997522101003e-01
1.862037902143466139e-05,1.480784900912652608e-34,0.000000000000000000e+00,9.999813637968033575e-01,1.582417522275142694e-08
2.689739915517752082e-17,5.660332192802306587e-21,1.575237162572925489e-45,9.836319601085294847e-14,9.999999999999016342e-01
2.427197133202188119e-20,1.278338514974268107e-18,2.667557126025597222e-89,6.872334817358846341e-20,1.000000000000000000e+00
9.999999993153673161e-01,5.144902516930025401e-13,0.000000000000000000e+00,3.780056422431674584e-13,6.837401403748291001e-10
3.708791436482332631e-11,4.777510473486300479e-16,2.955212523030919517e-81,7.460522882070177167e-15,9.999999999629041181e-01
1.000000000000000000e+00,6.467873297132553638e-18,0.000000000000000000e+00,6.385748600869495969e-24,7.729048208435714882e-20
1.714830438647809838e-11,9.999999999806268303e-01,0.000000000000000000e+00,2.540146194177558725e-55,2.224874136833163538e-12
1.096185105034466949e-16,8.140274879170000024e-11,1.722824546325793685e-16,4.128348059357917129e-25,9.999999999185970045e-01
1.226493214714466895e-14,2.693193596621524226e-18,8.052711758002443587e-15,2.218387496977673303e-15,9.999999999999774625e-01
8.598414137541590946e-13,4.351612432730094902e-23,2.283823018931770702e-36,5.958781524441694490e-10,9.999999994032621187e-01
